trade_dt,fs_info_type,positions,num_cont
20170213,3,50353.0,2.0
20170214,2,50908.0,2.0
20170214,3,49120.0,2.0
20170215,2,51141.0,2.0
20170215,3,50122.0,2.0
20170216,2,47826.0,2.0
20170216,3,47810.0,2.0
20170217,2,44087.0,2.0
20170217,3,44315.0,2.0
20170220,2,43892.0,2.0
20170220,3,44676.0,2.0
20170221,2,43807.0,2.0
20170221,3,43928.0,2.0
20170222,2,44195.0,2.0
20170222,3,45220.0,2.0
20170223,2,43854.0,2.0
20170223,3,44717.0,2.0
20170224,2,43319.0,2.0
20170224,3,43412.0,2.0
20170227,2,43729.0,2.0
20170227,3,41967.0,2.0
20170228,2,43716.0,2.0
20170228,3,43468.0,2.0
20170301,2,44061.0,2.0
20170301,3,43438.0,2.0
20170302,2,44468.0,2.0
20170302,3,44615.0,2.0
20170303,2,45865.0,2.0
20170303,3,45362.0,2.0
20170306,2,46700.0,2.0
20170306,3,46385.0,2.0
20170307,2,46847.0,2.0
20170307,3,46122.0,2.0
20170308,2,48469.0,2.0
20170308,3,45865.0,2.0
20170309,2,50985.0,2.0
20170309,3,49227.0,2.0
20170310,2,51937.0,2.0
20170310,3,49853.0,2.0
20170313,2,50492.0,1.0
20170313,3,50193.0,1.0
20170314,2,48985.0,1.0
20170314,3,49095.0,1.0
20170315,2,48410.0,1.0
20170315,3,48141.0,1.0
20170316,2,46299.0,1.0
20170316,3,46147.0,1.0
20170317,2,46807.0,1.0
20170317,3,46549.0,1.0
20170320,2,46512.0,1.0
20170320,3,46041.0,1.0
20170321,2,46855.0,1.0
20170321,3,46930.0,1.0
20170322,2,45012.0,1.0
20170322,3,45773.0,1.0
20170323,2,45221.0,1.0
20170323,3,46059.0,1.0
20170324,2,43989.0,1.0
20170324,3,44959.0,1.0
20170327,2,41768.0,1.0
20170327,3,43290.0,1.0
20170328,2,41185.0,1.0
20170328,3,42109.0,1.0
20170329,2,40228.0,1.0
20170329,3,42191.0,1.0
20170330,2,40249.0,1.0
20170330,3,41348.0,1.0
20170331,2,40631.0,1.0
20170331,3,42348.0,1.0
20170405,2,41154.0,1.0
20170405,3,41307.0,1.0
20170406,2,51112.0,2.0
20170406,3,52475.0,2.0
20170407,2,51476.0,2.0
20170407,3,53441.0,2.0
20170410,2,50542.0,2.0
20170410,3,52723.0,2.0
20170411,2,50343.0,2.0
20170411,3,53265.0,2.0
20170412,2,50239.0,2.0
20170412,3,52759.0,2.0
20170413,2,51392.0,2.0
20170413,3,53456.0,2.0
20170414,2,52337.0,2.0
20170414,3,52917.0,2.0
20170417,2,55612.0,2.0
20170417,3,55296.0,2.0
20170418,2,54580.0,2.0
20170418,3,55479.0,2.0
20170419,2,53975.0,2.0
20170419,3,54631.0,2.0
20170420,2,54267.0,2.0
20170420,3,54754.0,2.0
20170421,2,54581.0,2.0
20170421,3,55450.0,2.0
20170424,2,56046.0,2.0
20170424,3,55435.0,2.0
20170425,2,54675.0,2.0
20170425,3,54592.0,2.0
20170426,2,54649.0,2.0
20170426,3,54452.0,2.0
20170427,2,54072.0,2.0
20170427,3,53736.0,2.0
20170428,2,54404.0,2.0
20170428,3,53348.0,2.0
20170502,2,54193.0,2.0
20170502,3,52258.0,2.0
20170503,2,54702.0,2.0
20170503,3,53173.0,2.0
20170504,2,54996.0,2.0
20170504,3,52380.0,2.0
20170505,2,54796.0,2.0
20170505,3,52389.0,2.0
20170508,2,55262.0,2.0
20170508,3,53771.0,2.0
20170509,2,56177.0,2.0
20170509,3,55149.0,2.0
20170510,2,57349.0,2.0
20170510,3,56067.0,2.0
20170511,2,55127.0,2.0
20170511,3,55495.0,2.0
20170512,2,52740.0,2.0
20170512,3,52158.0,2.0
20170515,2,52455.0,2.0
20170515,3,51195.0,2.0
20170516,2,51834.0,2.0
20170516,3,49598.0,2.0
20170517,2,50243.0,2.0
20170517,3,49487.0,2.0
20170518,2,48972.0,2.0
20170518,3,49378.0,2.0
20170519,2,48064.0,2.0
20170519,3,48331.0,2.0
20170522,2,48022.0,2.0
20170522,3,47794.0,2.0
20170523,2,46328.0,2.0
20170523,3,46564.0,2.0
20170524,2,45168.0,2.0
20170524,3,45941.0,2.0
20170525,2,44123.0,2.0
20170525,3,45498.0,2.0
20170526,2,41609.0,2.0
20170526,3,43053.0,2.0
20170531,2,42460.0,2.0
20170531,3,44249.0,2.0
20170601,2,43039.0,2.0
20170601,3,45138.0,2.0
20170602,2,43366.0,2.0
20170602,3,44993.0,2.0
20170605,2,43970.0,2.0
20170605,3,46981.0,2.0
20170606,2,44577.0,2.0
20170606,3,46686.0,2.0
20170607,2,45067.0,2.0
20170607,3,47432.0,2.0
20170608,2,45532.0,2.0
20170608,3,47385.0,2.0
20170609,2,44335.0,2.0
20170609,3,46860.0,2.0
20170612,2,44566.0,1.0
20170612,3,47352.0,1.0
20170613,2,44114.0,1.0
20170613,3,46894.0,1.0
20170614,2,43036.0,1.0
20170614,3,47311.0,1.0
20170615,2,42850.0,1.0
20170615,3,45046.0,1.0
20170616,2,42463.0,1.0
20170616,3,44938.0,1.0
20170619,2,41130.0,1.0
20170619,3,44823.0,1.0
20170620,2,41169.0,1.0
20170620,3,44861.0,1.0
20170621,2,42309.0,1.0
20170621,3,44394.0,1.0
20170622,2,44646.0,1.0
20170622,3,45886.0,1.0
20170623,2,42857.0,1.0
20170623,3,45186.0,1.0
20170626,2,41274.0,1.0
20170626,3,44300.0,1.0
20170627,2,41641.0,1.0
20170627,3,44394.0,1.0
20170628,2,41620.0,1.0
20170628,3,44993.0,1.0
20170629,2,41102.0,1.0
20170629,3,44557.0,1.0
20170630,2,40228.0,1.0
20170630,3,44476.0,1.0
20170703,2,42124.0,1.0
20170703,3,46852.0,1.0
20170704,2,42080.0,1.0
20170704,3,45967.0,1.0
20170705,2,40637.0,1.0
20170705,3,44758.0,1.0
20170706,2,41290.0,1.0
20170706,3,43990.0,1.0
20170707,2,41501.0,1.0
20170707,3,44482.0,1.0
20170710,2,41050.0,1.0
20170710,3,44082.0,1.0
20170711,2,39553.0,1.0
20170711,3,42873.0,1.0
20170712,2,39116.0,1.0
20170712,3,41876.0,1.0
20170713,2,38188.0,1.0
20170713,3,41988.0,1.0
20170714,2,38420.0,1.0
20170714,3,42030.0,1.0
20170717,2,38394.0,1.0
20170717,3,41422.0,1.0
20170718,2,37446.0,1.0
20170718,3,40203.0,1.0
20170719,2,36796.0,1.0
20170719,3,39675.0,1.0
20170720,2,45056.0,2.0
20170720,3,48764.0,2.0
20170721,2,45941.0,2.0
20170721,3,48945.0,2.0
20170724,2,45771.0,2.0
20170724,3,49033.0,2.0
20170725,2,47675.0,2.0
20170725,3,49168.0,2.0
20170726,2,49376.0,2.0
20170726,3,50259.0,2.0
20170727,2,49793.0,2.0
20170727,3,50863.0,2.0
20170728,2,50429.0,2.0
20170728,3,51377.0,2.0
20170731,2,52373.0,2.0
20170731,3,51785.0,2.0
20170801,2,52346.0,2.0
20170801,3,51991.0,2.0
20170802,2,50160.0,2.0
20170802,3,51722.0,2.0
20170803,2,50690.0,2.0
20170803,3,51366.0,2.0
20170804,2,49621.0,2.0
20170804,3,50641.0,2.0
20170807,2,50904.0,2.0
20170807,3,51855.0,2.0
20170808,2,50827.0,2.0
20170808,3,52769.0,2.0
20170809,2,52170.0,2.0
20170809,3,53317.0,2.0
20170810,2,51517.0,2.0
20170810,3,52624.0,2.0
20170811,2,50616.0,2.0
20170811,3,51441.0,2.0
20170814,2,50521.0,2.0
20170814,3,52063.0,2.0
20170815,2,49614.0,2.0
20170815,3,50097.0,2.0
20170816,2,48801.0,2.0
20170816,3,48518.0,2.0
20170817,2,48340.0,2.0
20170817,3,47551.0,2.0
20170818,2,48344.0,2.0
20170818,3,47222.0,2.0
20170821,2,48655.0,2.0
20170821,3,47365.0,2.0
20170822,2,48949.0,2.0
20170822,3,47167.0,2.0
20170823,2,49549.0,2.0
20170823,3,47842.0,2.0
20170824,2,50516.0,2.0
20170824,3,47650.0,2.0
20170825,2,50746.0,2.0
20170825,3,48923.0,2.0
20170828,2,51811.0,2.0
20170828,3,49119.0,2.0
20170829,2,50539.0,2.0
20170829,3,49128.0,2.0
20170830,2,49484.0,2.0
20170830,3,48316.0,2.0
20170831,2,48975.0,2.0
20170831,3,48701.0,2.0
20170901,2,48129.0,2.0
20170901,3,48196.0,2.0
20170904,2,49155.0,2.0
20170904,3,49062.0,2.0
20170905,2,50065.0,2.0
20170905,3,48618.0,2.0
20170906,2,49162.0,2.0
20170906,3,48580.0,2.0
20170907,2,50514.0,2.0
20170907,3,50388.0,2.0
20170908,2,51251.0,2.0
20170908,3,51172.0,2.0
20170911,2,52739.0,1.0
20170911,3,51560.0,1.0
20170912,2,54316.0,1.0
20170912,3,54244.0,1.0
20170913,2,54737.0,1.0
20170913,3,53651.0,1.0
20170914,2,56643.0,1.0
20170914,3,57566.0,1.0
20170915,2,58545.0,1.0
20170915,3,59803.0,1.0
20170918,2,59058.0,1.0
20170918,3,59428.0,1.0
20170919,2,59816.0,1.0
20170919,3,60101.0,1.0
20170920,2,58963.0,1.0
20170920,3,59372.0,1.0
20170921,2,59341.0,1.0
20170921,3,59484.0,1.0
20170922,2,59381.0,1.0
20170922,3,59750.0,1.0
20170925,2,59859.0,1.0
20170925,3,60926.0,1.0
20170926,2,59843.0,1.0
20170926,3,61269.0,1.0
20170927,2,58298.0,1.0
20170927,3,59012.0,1.0
20170928,2,58309.0,1.0
20170928,3,59442.0,1.0
20170929,2,57476.0,1.0
20170929,3,58482.0,1.0
20171009,2,56990.0,1.0
20171009,3,57487.0,1.0
20171010,2,56726.0,1.0
20171010,3,57496.0,1.0
20171011,2,57332.0,1.0
20171011,3,58241.0,1.0
20171012,2,57335.0,1.0
20171012,3,57056.0,1.0
20171013,2,55890.0,1.0
20171013,3,56337.0,1.0
20171016,2,55745.0,1.0
20171016,3,55756.0,1.0
20171017,2,56183.0,1.0
20171017,3,55491.0,1.0
20171018,2,53669.0,1.0
20171018,3,54065.0,1.0
20171019,2,54387.0,1.0
20171019,3,54266.0,1.0
20171020,2,54513.0,1.0
20171020,3,55434.0,1.0
20171023,2,54901.0,1.0
20171023,3,56208.0,1.0
20171024,2,54624.0,1.0
20171024,3,55248.0,1.0
20171025,2,53188.0,1.0
20171025,3,54881.0,1.0
20171026,2,50123.0,1.0
20171026,3,52335.0,1.0
20171027,2,49585.0,1.0
20171027,3,51015.0,1.0
20171030,2,57265.0,2.0
20171030,3,60320.0,2.0
20171031,2,56617.0,2.0
20171031,3,59833.0,2.0
20171101,2,56319.0,2.0
20171101,3,58870.0,2.0
20171102,2,56253.0,2.0
20171102,3,59375.0,2.0
20171103,2,55183.0,2.0
20171103,3,59546.0,2.0
20171106,2,54947.0,2.0
20171106,3,60841.0,2.0
20171107,2,53152.0,2.0
20171107,3,59771.0,2.0
20171108,2,52024.0,2.0
20171108,3,58272.0,2.0
20171109,2,51899.0,2.0
20171109,3,57925.0,2.0
20171110,2,51820.0,2.0
20171110,3,58143.0,2.0
20171113,2,54040.0,2.0
20171113,3,59857.0,2.0
20171114,2,51205.0,2.0
20171114,3,58872.0,2.0
20171115,2,50268.0,2.0
20171115,3,58997.0,2.0
20171116,2,48638.0,2.0
20171116,3,56907.0,2.0
20171117,2,49343.0,2.0
20171117,3,56990.0,2.0
20171120,2,49740.0,2.0
20171120,3,57208.0,2.0
20171121,2,49391.0,2.0
20171121,3,55379.0,2.0
20171122,2,50747.0,2.0
20171122,3,57252.0,2.0
20171123,2,49634.0,2.0
20171123,3,56574.0,2.0
20171124,2,49370.0,2.0
20171124,3,55766.0,2.0
20171127,2,48859.0,2.0
20171127,3,54600.0,2.0
20171128,2,49505.0,2.0
20171128,3,55542.0,2.0
20171129,2,48054.0,2.0
20171129,3,53291.0,2.0
20171130,2,46778.0,2.0
20171130,3,51304.0,2.0
20171201,2,44000.0,2.0
20171201,3,48581.0,2.0
20171204,2,43358.0,2.0
20171204,3,48445.0,2.0
20171205,2,43127.0,2.0
20171205,3,47977.0,2.0
20171206,2,42052.0,2.0
20171206,3,46115.0,2.0
20171207,2,43735.0,2.0
20171207,3,46839.0,2.0
20171208,2,43422.0,1.0
20171208,3,46532.0,1.0
20171211,2,43905.0,1.0
20171211,3,47584.0,1.0
20171212,2,44150.0,1.0
20171212,3,48464.0,1.0
20171213,2,43816.0,1.0
20171213,3,47671.0,1.0
20171214,2,43758.0,1.0
20171214,3,47733.0,1.0
20171215,2,43772.0,1.0
20171215,3,47564.0,1.0
20171218,2,44493.0,1.0
20171218,3,47582.0,1.0
20171219,2,44344.0,1.0
20171219,3,48014.0,1.0
20171220,2,44494.0,1.0
20171220,3,48659.0,1.0
20171221,2,44560.0,1.0
20171221,3,47989.0,1.0
20171222,2,44897.0,1.0
20171222,3,47798.0,1.0
20171225,2,44255.0,1.0
20171225,3,47267.0,1.0
20171226,2,44084.0,1.0
20171226,3,47760.0,1.0
20171227,2,43904.0,1.0
20171227,3,47725.0,1.0
20171228,2,44069.0,1.0
20171228,3,47957.0,1.0
20171229,2,43636.0,1.0
20171229,3,47634.0,1.0
20180102,2,44914.0,1.0
20180102,3,47903.0,1.0
20180103,2,45506.0,1.0
20180103,3,47721.0,1.0
20180104,2,44669.0,1.0
20180104,3,46817.0,1.0
20180105,2,44934.0,1.0
20180105,3,47017.0,1.0
20180108,2,44633.0,1.0
20180108,3,46421.0,1.0
20180109,2,44233.0,1.0
20180109,3,46031.0,1.0
20180110,2,44334.0,1.0
20180110,3,46323.0,1.0
20180111,2,45749.0,1.0
20180111,3,48433.0,1.0
20180112,2,44287.0,1.0
20180112,3,46847.0,1.0
20180115,2,44142.0,1.0
20180115,3,47081.0,1.0
20180116,2,43712.0,1.0
20180116,3,46793.0,1.0
20180117,2,43944.0,1.0
20180117,3,48109.0,1.0
20180118,2,43724.0,1.0
20180118,3,48934.0,1.0
20180119,2,41808.0,1.0
20180119,3,46325.0,1.0
20180122,2,40904.0,1.0
20180122,3,44227.0,1.0
20180123,2,46278.0,2.0
20180123,3,51756.0,2.0
20180124,2,45962.0,2.0
20180124,3,51161.0,2.0
20180125,2,46640.0,2.0
20180125,3,51016.0,2.0
20180126,2,45879.0,2.0
20180126,3,50928.0,2.0
20180129,2,44811.0,2.0
20180129,3,50568.0,2.0
20180130,2,45344.0,2.0
20180130,3,50956.0,2.0
20180131,2,43523.0,2.0
20180131,3,49362.0,2.0
20180201,2,42276.0,2.0
20180201,3,47728.0,2.0
20180202,2,40829.0,2.0
20180202,3,45946.0,2.0
20180205,2,40777.0,2.0
20180205,3,45019.0,2.0
20180206,2,39925.0,2.0
20180206,3,43721.0,2.0
20180207,2,38871.0,2.0
20180207,3,43222.0,2.0
20180208,2,38277.0,2.0
20180208,3,43094.0,2.0
20180209,2,35583.0,2.0
20180209,3,39562.0,2.0
20180212,2,35302.0,2.0
20180212,3,39048.0,2.0
20180213,2,34252.0,2.0
20180213,3,38220.0,2.0
20180214,2,34041.0,2.0
20180214,3,38200.0,2.0
20180222,2,33434.0,2.0
20180222,3,37530.0,2.0
20180223,2,33007.0,2.0
20180223,3,37295.0,2.0
20180226,2,31811.0,2.0
20180226,3,36772.0,2.0
20180227,2,30729.0,2.0
20180227,3,33890.0,2.0
20180228,2,30404.0,2.0
20180228,3,33441.0,2.0
20180301,2,30407.0,2.0
20180301,3,33399.0,2.0
20180302,2,30572.0,2.0
20180302,3,33569.0,2.0
20180305,2,30287.0,2.0
20180305,3,33094.0,2.0
20180306,2,29802.0,2.0
20180306,3,33197.0,2.0
20180307,2,29721.0,2.0
20180307,3,33831.0,2.0
20180308,2,30733.0,2.0
20180308,3,32723.0,2.0
20180309,2,31217.0,2.0
20180309,3,32862.0,2.0
20180312,2,31423.0,1.0
20180312,3,33371.0,1.0
20180313,2,30691.0,1.0
20180313,3,31392.0,1.0
20180314,2,31917.0,1.0
20180314,3,31397.0,1.0
20180315,2,32386.0,1.0
20180315,3,32822.0,1.0
20180316,2,32484.0,1.0
20180316,3,33044.0,1.0
20180319,2,33085.0,1.0
20180319,3,33714.0,1.0
20180320,2,34582.0,1.0
20180320,3,35955.0,1.0
20180321,2,34570.0,1.0
20180321,3,36642.0,1.0
20180322,2,34616.0,1.0
20180322,3,37039.0,1.0
20180323,2,31865.0,1.0
20180323,3,33889.0,1.0
20180326,2,31836.0,1.0
20180326,3,33947.0,1.0
20180327,2,32152.0,1.0
20180327,3,34168.0,1.0
20180328,2,32057.0,1.0
20180328,3,33220.0,1.0
20180329,2,32712.0,1.0
20180329,3,33968.0,1.0
20180330,2,33642.0,1.0
20180330,3,35183.0,1.0
20180402,2,33855.0,1.0
20180402,3,35970.0,1.0
20180403,2,34825.0,1.0
20180403,3,36857.0,1.0
20180404,2,35351.0,1.0
20180404,3,37701.0,1.0
20180409,2,35334.0,1.0
20180409,3,37727.0,1.0
20180410,2,35794.0,1.0
20180410,3,37564.0,1.0
20180411,2,35388.0,1.0
20180411,3,37492.0,1.0
20180412,2,36063.0,1.0
20180412,3,37870.0,1.0
20180413,2,37417.0,1.0
20180413,3,37584.0,1.0
20180416,2,38313.0,1.0
20180416,3,38689.0,1.0
20180417,2,39708.0,1.0
20180417,3,40033.0,1.0
20180418,2,35216.0,1.0
20180418,3,36532.0,1.0
20180419,2,34137.0,1.0
20180419,3,37012.0,1.0
20180420,2,34243.0,1.0
20180420,3,36555.0,1.0
20180423,2,34070.0,1.0
20180423,3,35977.0,1.0
20180424,2,33900.0,1.0
20180424,3,36182.0,1.0
20180425,2,33819.0,1.0
20180425,3,35710.0,1.0
20180426,2,32423.0,1.0
20180426,3,34627.0,1.0
20180427,2,31824.0,1.0
20180427,3,33847.0,1.0
20180502,2,31772.0,1.0
20180502,3,33868.0,1.0
20180503,2,30669.0,1.0
20180503,3,34077.0,1.0
20180504,2,31426.0,1.0
20180504,3,34807.0,1.0
20180507,2,31505.0,1.0
20180507,3,33810.0,1.0
20180508,2,28766.0,1.0
20180508,3,31518.0,1.0
20180509,2,35385.0,2.0
20180509,3,40021.0,2.0
20180510,2,35226.0,2.0
20180510,3,39525.0,2.0
20180511,2,34460.0,2.0
20180511,3,37541.0,2.0
20180514,2,34269.0,2.0
20180514,3,37600.0,2.0
20180515,2,33998.0,2.0
20180515,3,36908.0,2.0
20180516,2,34347.0,2.0
20180516,3,37118.0,2.0
20180517,2,33857.0,2.0
20180517,3,35859.0,2.0
20180518,2,34138.0,2.0
20180518,3,37184.0,2.0
20180521,2,33039.0,2.0
20180521,3,36783.0,2.0
20180522,2,33265.0,2.0
20180522,3,37167.0,2.0
20180523,2,34666.0,2.0
20180523,3,38266.0,2.0
20180524,2,35937.0,2.0
20180524,3,39597.0,2.0
20180525,2,38256.0,2.0
20180525,3,41817.0,2.0
20180528,2,39205.0,2.0
20180528,3,43191.0,2.0
20180529,2,40353.0,2.0
20180529,3,45084.0,2.0
20180530,2,38072.0,2.0
20180530,3,41920.0,2.0
20180531,2,38464.0,2.0
20180531,3,42727.0,2.0
20180601,2,38444.0,2.0
20180601,3,43317.0,2.0
20180604,2,38222.0,2.0
20180604,3,42140.0,2.0
20180605,2,38452.0,2.0
20180605,3,42007.0,2.0
20180606,2,38915.0,2.0
20180606,3,42912.0,2.0
20180607,2,39429.0,2.0
20180607,3,42242.0,2.0
20180608,2,40516.0,2.0
20180608,3,43148.0,2.0
20180611,2,40778.0,1.0
20180611,3,43787.0,1.0
20180612,2,40936.0,1.0
20180612,3,42946.0,1.0
20180613,2,40870.0,1.0
20180613,3,43755.0,1.0
20180614,2,42009.0,1.0
20180614,3,45855.0,1.0
20180615,2,42794.0,1.0
20180615,3,46196.0,1.0
20180619,2,42912.0,1.0
20180619,3,48843.0,1.0
20180620,2,42377.0,1.0
20180620,3,47907.0,1.0
20180621,2,42651.0,1.0
20180621,3,47744.0,1.0
20180622,2,44013.0,1.0
20180622,3,50357.0,1.0
20180625,2,44068.0,1.0
20180625,3,49999.0,1.0
20180626,2,44148.0,1.0
20180626,3,50594.0,1.0
20180627,2,45200.0,1.0
20180627,3,52116.0,1.0
20180628,2,45842.0,1.0
20180628,3,51899.0,1.0
20180629,2,45872.0,1.0
20180629,3,51435.0,1.0
20180702,2,46863.0,1.0
20180702,3,53174.0,1.0
20180703,2,46895.0,1.0
20180703,3,52897.0,1.0
20180704,2,47657.0,1.0
20180704,3,53924.0,1.0
20180705,2,46115.0,1.0
20180705,3,51903.0,1.0
20180706,2,47290.0,1.0
20180706,3,52017.0,1.0
20180709,2,46561.0,1.0
20180709,3,51300.0,1.0
20180710,2,47682.0,1.0
20180710,3,53339.0,1.0
20180711,2,48459.0,1.0
20180711,3,55121.0,1.0
20180712,2,47754.0,1.0
20180712,3,53873.0,1.0
20180713,2,49372.0,1.0
20180713,3,55926.0,1.0
20180716,2,50967.0,1.0
20180716,3,57180.0,1.0
20180717,2,51048.0,1.0
20180717,3,57824.0,1.0
20180718,2,51283.0,1.0
20180718,3,58366.0,1.0
20180719,2,52367.0,1.0
20180719,3,59401.0,1.0
20180720,2,51158.0,1.0
20180720,3,56085.0,1.0
20180723,2,51934.0,1.0
20180723,3,56071.0,1.0
20180724,2,52394.0,1.0
20180724,3,57163.0,1.0
20180725,2,51816.0,1.0
20180725,3,55968.0,1.0
20180726,2,51207.0,1.0
20180726,3,56032.0,1.0
20180727,2,49941.0,1.0
20180727,3,54508.0,1.0
20180730,2,49111.0,1.0
20180730,3,54148.0,1.0
20180731,2,48244.0,1.0
20180731,3,53631.0,1.0
20180801,2,47114.0,1.0
20180801,3,52823.0,1.0
20180802,2,55202.0,2.0
20180802,3,60957.0,2.0
20180803,2,54970.0,2.0
20180803,3,60682.0,2.0
20180806,2,53957.0,2.0
20180806,3,59022.0,2.0
20180807,2,53471.0,2.0
20180807,3,58842.0,2.0
20180808,2,52998.0,2.0
20180808,3,58427.0,2.0
20180809,2,54984.0,2.0
20180809,3,59392.0,2.0
20180810,2,54525.0,2.0
20180810,3,59754.0,2.0
20180813,2,56047.0,2.0
20180813,3,60378.0,2.0
20180814,2,55878.0,2.0
20180814,3,60762.0,2.0
20180815,2,57241.0,2.0
20180815,3,61443.0,2.0
20180816,2,57752.0,2.0
20180816,3,61881.0,2.0
20180817,2,56291.0,2.0
20180817,3,59999.0,2.0
20180820,2,54062.0,2.0
20180820,3,58131.0,2.0
20180821,2,53536.0,2.0
20180821,3,58408.0,2.0
20180822,2,52873.0,2.0
20180822,3,57266.0,2.0
20180823,2,51757.0,2.0
20180823,3,56608.0,2.0
20180824,2,50591.0,2.0
20180824,3,54358.0,2.0
20180827,2,49855.0,2.0
20180827,3,53345.0,2.0
20180828,2,49395.0,2.0
20180828,3,53507.0,2.0
20180829,2,48895.0,2.0
20180829,3,52953.0,2.0
20180830,2,41957.0,2.0
20180830,3,46494.0,2.0
20180831,2,43084.0,2.0
20180831,3,47570.0,2.0
20180903,2,43782.0,2.0
20180903,3,47863.0,2.0
20180904,2,44253.0,2.0
20180904,3,47642.0,2.0
20180905,2,46183.0,2.0
20180905,3,48922.0,2.0
20180906,2,45963.0,2.0
20180906,3,49125.0,2.0
20180907,2,46051.0,2.0
20180907,3,48702.0,2.0
20180910,2,47008.0,2.0
20180910,3,49153.0,2.0
20180911,2,44756.0,2.0
20180911,3,46373.0,2.0
20180912,2,44303.0,2.0
20180912,3,46419.0,2.0
20180913,2,44581.0,2.0
20180913,3,47558.0,2.0
20180914,2,44180.0,2.0
20180914,3,47320.0,2.0
20180917,2,44490.0,1.0
20180917,3,47259.0,1.0
20180918,2,44856.0,1.0
20180918,3,47692.0,1.0
20180919,2,45681.0,1.0
20180919,3,49361.0,1.0
20180920,2,46899.0,1.0
20180920,3,50471.0,1.0
20180921,2,46054.0,1.0
20180921,3,48756.0,1.0
20180925,2,45475.0,1.0
20180925,3,48332.0,1.0
20180926,2,45304.0,1.0
20180926,3,48707.0,1.0
20180927,2,44134.0,1.0
20180927,3,47967.0,1.0
20180928,2,44452.0,1.0
20180928,3,48375.0,1.0
20181008,2,43535.0,1.0
20181008,3,47760.0,1.0
20181009,2,44683.0,1.0
20181009,3,48151.0,1.0
20181010,2,45239.0,1.0
20181010,3,48982.0,1.0
20181011,2,45594.0,1.0
20181011,3,50264.0,1.0
20181012,2,46485.0,1.0
20181012,3,51096.0,1.0
20181015,2,47758.0,1.0
20181015,3,51383.0,1.0
20181016,2,49494.0,1.0
20181016,3,54177.0,1.0
20181017,2,50136.0,1.0
20181017,3,54309.0,1.0
20181018,2,52664.0,1.0
20181018,3,57593.0,1.0
20181019,2,52211.0,1.0
20181019,3,56141.0,1.0
20181022,2,52375.0,1.0
20181022,3,56256.0,1.0
20181023,2,53118.0,1.0
20181023,3,57128.0,1.0
20181024,2,53376.0,1.0
20181024,3,57900.0,1.0
20181025,2,53645.0,1.0
20181025,3,57697.0,1.0
20181026,2,53407.0,1.0
20181026,3,57688.0,1.0
20181029,2,54683.0,1.0
20181029,3,59696.0,1.0
20181030,2,55200.0,1.0
20181030,3,59494.0,1.0
20181031,2,57272.0,1.0
20181031,3,61581.0,1.0
20181101,2,57906.0,1.0
20181101,3,61895.0,1.0
20181102,2,56558.0,1.0
20181102,3,59896.0,1.0
20181105,2,60144.0,2.0
20181105,3,65180.0,2.0
20181106,2,60950.0,2.0
20181106,3,66726.0,2.0
20181107,2,61990.0,2.0
20181107,3,68582.0,2.0
20181108,2,63325.0,2.0
20181108,3,70357.0,2.0
20181109,2,64277.0,2.0
20181109,3,70962.0,2.0
20181112,2,64119.0,2.0
20181112,3,69055.0,2.0
20181113,2,64269.0,2.0
20181113,3,69352.0,2.0
20181114,2,65411.0,2.0
20181114,3,70229.0,2.0
20181115,2,64859.0,2.0
20181115,3,70014.0,2.0
20181116,2,64957.0,2.0
20181116,3,70296.0,2.0
20181119,2,63680.0,2.0
20181119,3,66435.0,2.0
20181120,2,63145.0,2.0
20181120,3,66457.0,2.0
20181121,2,62157.0,2.0
20181121,3,64925.0,2.0
20181122,2,61455.0,2.0
20181122,3,64200.0,2.0
20181123,2,60148.0,2.0
20181123,3,63739.0,2.0
20181126,2,57567.0,2.0
20181126,3,62328.0,2.0
20181127,2,57890.0,2.0
20181127,3,64138.0,2.0
20181128,2,57087.0,2.0
20181128,3,63068.0,2.0
20181129,2,52733.0,2.0
20181129,3,59124.0,2.0
20181130,2,51854.0,2.0
20181130,3,57773.0,2.0
20181203,2,52551.0,2.0
20181203,3,59223.0,2.0
20181204,2,52324.0,2.0
20181204,3,59672.0,2.0
20181205,2,50543.0,2.0
20181205,3,56082.0,2.0
20181206,2,51013.0,2.0
20181206,3,56351.0,2.0
20181207,2,52329.0,2.0
20181207,3,57223.0,2.0
20181210,2,51321.0,2.0
20181210,3,56780.0,2.0
20181211,2,50510.0,2.0
20181211,3,55868.0,2.0
20181212,2,51532.0,2.0
20181212,3,56829.0,2.0
20181213,2,50661.0,2.0
20181213,3,55285.0,2.0
20181214,2,50404.0,2.0
20181214,3,55273.0,2.0
20181217,2,50861.0,1.0
20181217,3,54772.0,1.0
20181218,2,51680.0,1.0
20181218,3,54976.0,1.0
20181219,2,50905.0,1.0
20181219,3,54276.0,1.0
20181220,2,49473.0,1.0
20181220,3,54147.0,1.0
20181221,2,49924.0,1.0
20181221,3,54328.0,1.0
20181224,2,50938.0,1.0
20181224,3,55034.0,1.0
20181225,2,49735.0,1.0
20181225,3,54177.0,1.0
20181226,2,50259.0,1.0
20181226,3,55184.0,1.0
20181227,2,49402.0,1.0
20181227,3,54637.0,1.0
20181228,2,50014.0,1.0
20181228,3,54912.0,1.0
20190102,2,50773.0,1.0
20190102,3,55719.0,1.0
20190103,2,51119.0,1.0
20190103,3,55566.0,1.0
20190104,2,50739.0,1.0
20190104,3,54028.0,1.0
